month,sc.sector,avg_percent_change
8/16/20,Information Technology,0.24
8/16/20,Financials,0.21
8/16/20,Energy,0.12
8/16/20,Consumer Staples,0.12
8/16/20,Materials,0.04
8/16/20,Health Care,-0.06
8/16/20,Real Estate,-0.21
8/16/20,Utilities,-0.25
8/16/20,Telecommunications Services,-0.56
8/17/20,Utilities,0.56
8/17/20,Real Estate,0.39
8/17/20,Telecommunications Services,0.35
8/17/20,Industrials,0.29
8/17/20,Financials,0.23
8/17/20,Consumer Staples,0.22
8/17/20,Health Care,0.17
8/17/20,Energy,0.13
8/17/20,Consumer Discretionary,0.12
8/17/20,Materials,0.11
8/17/20,Information Technology,0.04
8/18/20,Utilities,0.17
8/18/20,Consumer Staples,0.02
8/18/20,Consumer Discretionary,-0.15
8/18/20,Health Care,-0.18
8/18/20,Industrials,-0.18
8/18/20,Real Estate,-0.19
8/18/20,Energy,-0.28
8/18/20,Financials,-0.3
8/18/20,Information Technology,-0.43
8/18/20,Materials,-0.43
8/18/20,Telecommunications Services,-0.7
8/19/20,Health Care,-0.01
8/19/20,Utilities,-0.11
8/19/20,Consumer Staples,-0.17
8/19/20,Consumer Discretionary,-0.21
8/19/20,Information Technology,-0.28
8/19/20,Industrials,-0.31
8/19/20,Materials,-0.34
8/19/20,Telecommunications Services,-0.6
8/19/20,Financials,-0.61
8/19/20,Real Estate,-0.63
8/19/20,Energy,-0.86
8/2/201,Utilities,-0.18
8/2/201,Telecommunications Services,-0.27
8/2/201,Consumer Staples,-0.27
8/2/201,Health Care,-0.3
8/2/201,Energy,-0.33
8/2/201,Materials,-0.33
8/2/201,Information Technology,-0.34
8/2/201,Real Estate,-0.34
8/2/201,Financials,-0.38
8/2/201,Industrials,-0.57
8/2/201,Consumer Discretionary,-0.58
8/20/20,Real Estate,0.44
8/20/20,Utilities,0.43
8/20/20,Consumer Staples,0.1
8/20/20,Materials,0.06
8/20/20,Financials,0.04
8/20/20,Industrials,0.03
8/20/20,Consumer Discretionary,0.03
8/20/20,Information Technology,-0.14
8/20/20,Health Care,-0.17
8/20/20,Telecommunications Services,-0.3
8/20/20,Energy,-0.33
8/21/20,Real Estate,-0.45
8/21/20,Information Technology,-0.48
8/21/20,Financials,-0.53
8/21/20,Utilities,-0.55
8/21/20,Health Care,-0.59
8/21/20,Telecommunications Services,-0.59
8/21/20,Industrials,-0.67
8/21/20,Consumer Discretionary,-0.72
8/21/20,Consumer Staples,-0.74
8/21/20,Energy,-0.83
8/21/20,Materials,-0.84
8/22/20,Materials,-0.01
8/22/20,Consumer Discretionary,-0.06
8/22/20,Information Technology,-0.13
8/22/20,Health Care,-0.16
8/22/20,Consumer Staples,-0.19
8/22/20,Industrials,-0.22
8/22/20,Utilities,-0.29
8/22/20,Real Estate,-0.31
8/22/20,Financials,-0.34
8/22/20,Telecommunications Services,-0.44
8/22/20,Energy,-0.53
8/23/20,Energy,0.88
8/23/20,Health Care,0.5
8/23/20,Telecommunications Services,0.49
8/23/20,Real Estate,0.46
8/23/20,Information Technology,0.4
8/23/20,Consumer Discretionary,0.32
8/23/20,Financials,0.23
8/23/20,Materials,0.23
8/23/20,Consumer Staples,0.19
8/23/20,Utilities,0.16
8/23/20,Industrials,0.12
8/24/20,Telecommunications Services,0.98
8/24/20,Industrials,0.92
8/24/20,Consumer Discretionary,0.8
8/24/20,Financials,0.76
8/24/20,Information Technology,0.73
8/24/20,Consumer Staples,0.7
8/24/20,Energy,0.57
8/24/20,Utilities,0.52
8/24/20,Materials,0.3
8/24/20,Health Care,0.22
8/24/20,Real Estate,0.13
8/25/20,Consumer Discretionary,-0.87
8/25/20,Health Care,-0.95
8/25/20,Consumer Staples,-0.99
8/25/20,Utilities,-1.02
8/25/20,Information Technology,-1.04
8/25/20,Materials,-1.09
8/25/20,Real Estate,-1.09
8/25/20,Industrials,-1.14
8/25/20,Telecommunications Services,-1.15
8/25/20,Financials,-1.32
8/25/20,Energy,-1.57
8/26/20,Information Technology,0.61
8/26/20,Health Care,0.59
8/26/20,Industrials,0.31
8/26/20,Consumer Discretionary,0.28
8/26/20,Financials,0.26
8/26/20,Energy,0.21
8/26/20,Materials,0.12
8/26/20,Real Estate,0.06
8/26/20,Consumer Staples,-0.1
8/26/20,Telecommunications Services,-0.13
8/26/20,Utilities,-0.62
8/27/20,Energy,1.0
8/27/20,Utilities,0.77
8/27/20,Real Estate,0.51
8/27/20,Materials,0.49
8/27/20,Telecommunications Services,0.24
8/27/20,Consumer Staples,0.24
8/27/20,Financials,0.21
8/27/20,Industrials,0.15
8/27/20,Information Technology,0.12
8/27/20,Health Care,0.11
8/27/20,Consumer Discretionary,0.09
8/28/20,Energy,1.25
8/28/20,Information Technology,0.45
8/28/20,Consumer Discretionary,0.35
8/28/20,Utilities,0.31
8/28/20,Materials,0.29
8/28/20,Financials,0.24
8/28/20,Health Care,0.24
8/28/20,Industrials,0.17
8/28/20,Consumer Staples,0.15
8/28/20,Real Estate,0.12
8/28/20,Telecommunications Services,0.05
8/29/20,Financials,0.92
8/29/20,Materials,0.83
8/29/20,Consumer Discretionary,0.74
8/29/20,Real Estate,0.69
8/29/20,Information Technology,0.65
8/29/20,Health Care,0.64
8/29/20,Telecommunications Services,0.63
8/29/20,Industrials,0.57
8/29/20,Consumer Staples,0.53
8/29/20,Energy,0.43
8/29/20,Utilities,0.38
8/3/201,Financials,0.47
8/3/201,Information Technology,0.4
8/3/201,Industrials,0.29
8/3/201,Health Care,0.27
8/3/201,Energy,0.24
8/3/201,Consumer Discretionary,0.19
8/3/201,Consumer Staples,0.15
8/3/201,Materials,0.05
8/3/201,Utilities,-0.05
8/3/201,Real Estate,-0.18
8/3/201,Telecommunications Services,-0.34
8/30/20,Real Estate,-0.13
8/30/20,Materials,-0.14
8/30/20,Health Care,-0.17
8/30/20,Consumer Staples,-0.19
8/30/20,Industrials,-0.25
8/30/20,Energy,-0.26
8/30/20,Financials,-0.34
8/30/20,Telecommunications Services,-0.38
8/30/20,Consumer Discretionary,-0.4
8/30/20,Information Technology,-0.44
8/30/20,Utilities,-0.46
8/31/20,Energy,0.42
8/31/20,Financials,0.28
8/31/20,Consumer Staples,0.08
8/31/20,Real Estate,0.05
8/31/20,Materials,0.04
8/31/20,Utilities,-0.01
8/31/20,Consumer Discretionary,-0.07
8/31/20,Industrials,-0.11
8/31/20,Information Technology,-0.12
8/31/20,Telecommunications Services,-0.45
8/31/20,Health Care,-0.47
8/4/201,Consumer Staples,-0.34
8/4/201,Information Technology,-0.36
8/4/201,Consumer Discretionary,-0.42
8/4/201,Materials,-0.48
8/4/201,Health Care,-0.51
8/4/201,Telecommunications Services,-0.57
8/4/201,Industrials,-0.7
8/4/201,Financials,-0.7
8/4/201,Real Estate,-0.75
8/4/201,Energy,-0.79
8/4/201,Utilities,-0.93
8/5/201,Consumer Staples,0.09
8/5/201,Health Care,0.06
8/5/201,Information Technology,-0.02
8/5/201,Industrials,-0.14
8/5/201,Consumer Discretionary,-0.21
8/5/201,Materials,-0.27
8/5/201,Telecommunications Services,-0.3
8/5/201,Utilities,-0.32
8/5/201,Financials,-0.36
8/5/201,Real Estate,-0.75
8/5/201,Energy,-0.92
8/6/201,Energy,0.76
8/6/201,Consumer Staples,0.22
8/6/201,Information Technology,0.04
8/6/201,Real Estate,0.04
8/6/201,Materials,-0.03
8/6/201,Utilities,-0.09
8/6/201,Consumer Discretionary,-0.1
8/6/201,Financials,-0.14
8/6/201,Industrials,-0.19
8/6/201,Health Care,-0.21
8/6/201,Telecommunications Services,-0.3
8/7/201,Utilities,0.37
8/7/201,Telecommunications Services,0.22
8/7/201,Information Technology,0.01
8/7/201,Industrials,-0.18
8/7/201,Health Care,-0.2
8/7/201,Real Estate,-0.21
8/7/201,Consumer Discretionary,-0.23
8/7/201,Financials,-0.23
8/7/201,Materials,-0.32
8/7/201,Energy,-0.44
8/7/201,Consumer Staples,-0.55
8/8/201,Consumer Staples,-0.22
8/8/201,Materials,-0.33
8/8/201,Energy,-0.38
8/8/201,Consumer Discretionary,-0.43
8/8/201,Telecommunications Services,-0.43
8/8/201,Utilities,-0.47
8/8/201,Industrials,-0.48
8/8/201,Information Technology,-0.49
8/8/201,Health Care,-0.57
8/8/201,Financials,-1.16
8/8/201,Real Estate,-1.21
8/9/201,Real Estate,1.82
8/9/201,Financials,1.02
8/9/201,Telecommunications Services,0.95
8/9/201,Materials,0.77
8/9/201,Health Care,0.77
8/9/201,Information Technology,0.77
8/9/201,Consumer Discretionary,0.75
8/9/201,Industrials,0.67
8/9/201,Energy,0.58
8/9/201,Utilities,0.46
8/9/201,Consumer Staples,0.38
9/1/201,Energy,0.11
9/1/201,Consumer Discretionary,-0.03
9/1/201,Information Technology,-0.06
9/1/201,Consumer Staples,-0.12
9/1/201,Industrials,-0.13
9/1/201,Real Estate,-0.16
9/1/201,Materials,-0.2
9/1/201,Health Care,-0.23
9/1/201,Telecommunications Services,-0.28
9/1/201,Utilities,-0.4
9/1/201,Financials,-0.46
9/10/20,Industrials,0.35
9/10/20,Materials,0.33
9/10/20,Financials,0.25
9/10/20,Health Care,0.22
9/10/20,Consumer Discretionary,0.2
9/10/20,Information Technology,0.18
9/10/20,Consumer Staples,0.15
9/10/20,Telecommunications Services,0.08
9/10/20,Energy,0.03
9/10/20,Utilities,-0.12
9/10/20,Real Estate,-0.26
9/11/20,Real Estate,0.76
9/11/20,Energy,0.71
9/11/20,Telecommunications Services,0.61
9/11/20,Financials,0.56
9/11/20,Consumer Discretionary,0.56
9/11/20,Information Technology,0.52
9/11/20,Health Care,0.49
9/11/20,Industrials,0.43
9/11/20,Materials,0.4
9/11/20,Consumer Staples,0.39
9/11/20,Utilities,0.25
9/12/20,Financials,1.08
9/12/20,Information Technology,0.84
9/12/20,Telecommunications Services,0.83
9/12/20,Consumer Discretionary,0.79
9/12/20,Industrials,0.62
9/12/20,Health Care,0.56
9/12/20,Materials,0.41
9/12/20,Energy,0.34
9/12/20,Consumer Staples,0.27
9/12/20,Utilities,0.14
9/12/20,Real Estate,0.04
9/13/20,Materials,0.72
9/13/20,Financials,0.63
9/13/20,Information Technology,0.54
9/13/20,Consumer Discretionary,0.48
9/13/20,Industrials,0.48
9/13/20,Telecommunications Services,0.44
9/13/20,Health Care,0.3
9/13/20,Consumer Staples,0.24
9/13/20,Utilities,0.21
9/13/20,Real Estate,0.08
9/13/20,Energy,-0.07
9/14/20,Information Technology,0.54
9/14/20,Consumer Discretionary,0.38
9/14/20,Health Care,0.3
9/14/20,Industrials,0.19
9/14/20,Financials,0.09
9/14/20,Materials,0.09
9/14/20,Utilities,0.06
9/14/20,Real Estate,0.06
9/14/20,Energy,-0.03
9/14/20,Consumer Staples,-0.09
9/14/20,Telecommunications Services,-0.55
9/15/20,Financials,0.95
9/15/20,Energy,0.72
9/15/20,Real Estate,0.65
9/15/20,Consumer Staples,0.64
9/15/20,Industrials,0.63
9/15/20,Health Care,0.59
9/15/20,Information Technology,0.54
9/15/20,Consumer Discretionary,0.53
9/15/20,Materials,0.53
9/15/20,Telecommunications Services,0.39
9/15/20,Utilities,0.36
9/16/20,Energy,0.63
9/16/20,Utilities,0.46
9/16/20,Consumer Staples,0.37
9/16/20,Materials,0.34
9/16/20,Real Estate,0.28
9/16/20,Consumer Discretionary,0.27
9/16/20,Health Care,0.27
9/16/20,Information Technology,0.16
9/16/20,Industrials,0.13
9/16/20,Financials,0.02
9/16/20,Telecommunications Services,-0.01
9/17/20,Telecommunications Services,0.4
9/17/20,Health Care,0.17
9/17/20,Real Estate,0.07
9/17/20,Consumer Discretionary,0.01
9/17/20,Utilities,0.0
9/17/20,Consumer Staples,-0.02
9/17/20,Industrials,-0.06
9/17/20,Information Technology,-0.1
9/17/20,Materials,-0.36
9/17/20,Financials,-0.41
9/17/20,Energy,-0.47
9/18/20,Real Estate,0.74
9/18/20,Utilities,0.51
9/18/20,Consumer Staples,0.4
9/18/20,Telecommunications Services,0.37
9/18/20,Information Technology,0.28
9/18/20,Materials,0.26
9/18/20,Industrials,0.16
9/18/20,Health Care,0.11
9/18/20,Consumer Discretionary,0.06
9/18/20,Financials,0.04
9/18/20,Energy,-0.31
9/19/20,Utilities,0.3
9/19/20,Consumer Discretionary,0.23
9/19/20,Industrials,0.0
9/19/20,Consumer Staples,-0.02
9/19/20,Telecommunications Services,-0.04
9/19/20,Real Estate,-0.05
9/19/20,Materials,-0.16
9/19/20,Health Care,-0.26
9/19/20,Information Technology,-0.26
9/19/20,Energy,-0.44
9/19/20,Financials,-0.47
9/2/201,Telecommunications Services,0.38
9/2/201,Industrials,0.35
9/2/201,Consumer Discretionary,0.31
9/2/201,Consumer Staples,0.28
9/2/201,Real Estate,0.27
9/2/201,Health Care,0.12
9/2/201,Information Technology,0.07
9/2/201,Materials,0.01
9/2/201,Financials,-0.07
9/2/201,Utilities,-0.23
9/2/201,Energy,-0.27
9/20/20,Health Care,0.17
9/20/20,Utilities,0.12
9/20/20,Consumer Staples,0.05
9/20/20,Financials,0.01
9/20/20,Energy,-0.22
9/20/20,Consumer Discretionary,-0.23
9/20/20,Information Technology,-0.33
9/20/20,Real Estate,-0.38
9/20/20,Materials,-0.5
9/20/20,Industrials,-0.53
9/20/20,Telecommunications Services,-0.56
9/21/20,Utilities,-0.1
9/21/20,Information Technology,-0.3
9/21/20,Consumer Staples,-0.4
9/21/20,Health Care,-0.59
9/21/20,Telecommunications Services,-0.61
9/21/20,Energy,-0.64
9/21/20,Industrials,-0.65
9/21/20,Consumer Discretionary,-0.77
9/21/20,Materials,-0.87
9/21/20,Real Estate,-0.94
9/21/20,Financials,-1.21
9/22/20,Consumer Staples,0.17
9/22/20,Health Care,0.07
9/22/20,Utilities,-0.14
9/22/20,Telecommunications Services,-0.18
9/22/20,Real Estate,-0.19
9/22/20,Financials,-0.35
9/22/20,Industrials,-0.49
9/22/20,Consumer Discretionary,-0.52
9/22/20,Information Technology,-0.54
9/22/20,Materials,-0.66
9/22/20,Energy,-0.99
9/23/20,Utilities,0.38
9/23/20,Information Technology,0.2
9/23/20,Consumer Discretionary,0.17
9/23/20,Health Care,0.15
9/23/20,Real Estate,0.08
9/23/20,Consumer Staples,-0.08
9/23/20,Telecommunications Services,-0.1
9/23/20,Industrials,-0.12
9/23/20,Financials,-0.18
9/23/20,Materials,-0.51
9/23/20,Energy,-0.66
9/24/20,Financials,0.69
9/24/20,Information Technology,0.6
9/24/20,Energy,0.59
9/24/20,Industrials,0.59
9/24/20,Consumer Discretionary,0.56
9/24/20,Consumer Staples,0.53
9/24/20,Materials,0.5
9/24/20,Utilities,0.47
9/24/20,Health Care,0.37
9/24/20,Telecommunications Services,0.17
9/24/20,Real Estate,0.01
9/25/20,Utilities,-0.25
9/25/20,Real Estate,-0.45
9/25/20,Telecommunications Services,-0.65
9/25/20,Consumer Staples,-0.67
9/25/20,Financials,-0.78
9/25/20,Industrials,-0.91
9/25/20,Materials,-0.98
9/25/20,Consumer Discretionary,-1.02
9/25/20,Energy,-1.1
9/25/20,Information Technology,-1.13
9/25/20,Health Care,-1.53
9/26/20,Real Estate,0.62
9/26/20,Energy,0.58
9/26/20,Materials,0.49
9/26/20,Industrials,0.49
9/26/20,Financials,0.33
9/26/20,Consumer Staples,0.21
9/26/20,Consumer Discretionary,0.19
9/26/20,Information Technology,0.15
9/26/20,Telecommunications Services,0.12
9/26/20,Utilities,-0.03
9/26/20,Health Care,-0.09
9/27/20,Information Technology,0.43
9/27/20,Health Care,0.34
9/27/20,Consumer Discretionary,0.02
9/27/20,Industrials,0.01
9/27/20,Telecommunications Services,-0.03
9/27/20,Materials,-0.08
9/27/20,Financials,-0.12
9/27/20,Energy,-0.2
9/27/20,Consumer Staples,-0.21
9/27/20,Real Estate,-0.55
9/27/20,Utilities,-0.69
9/28/20,Utilities,-0.29
9/28/20,Energy,-0.56
9/28/20,Industrials,-0.57
9/28/20,Consumer Staples,-0.61
9/28/20,Real Estate,-0.63
9/28/20,Financials,-0.86
9/28/20,Consumer Discretionary,-0.88
9/28/20,Information Technology,-0.94
9/28/20,Telecommunications Services,-0.96
9/28/20,Materials,-1.19
9/28/20,Health Care,-1.19
9/29/20,Energy,0.12
9/29/20,Real Estate,0.06
9/29/20,Industrials,-0.02
9/29/20,Utilities,-0.04
9/29/20,Financials,-0.06
9/29/20,Consumer Staples,-0.08
9/29/20,Telecommunications Services,-0.18
9/29/20,Information Technology,-0.25
9/29/20,Health Care,-0.37
9/29/20,Materials,-0.41
9/29/20,Consumer Discretionary,-0.69
9/3/201,Telecommunications Services,0.19
9/3/201,Information Technology,0.02
9/3/201,Financials,0.01
9/3/201,Consumer Staples,-0.1
9/3/201,Consumer Discretionary,-0.11
9/3/201,Health Care,-0.16
9/3/201,Energy,-0.16
9/3/201,Materials,-0.18
9/3/201,Utilities,-0.22
9/3/201,Industrials,-0.28
9/3/201,Real Estate,-0.36
9/30/20,Health Care,0.13
9/30/20,Consumer Staples,0.02
9/30/20,Utilities,-0.1
9/30/20,Information Technology,-0.12
9/30/20,Consumer Discretionary,-0.13
9/30/20,Industrials,-0.13
9/30/20,Energy,-0.15
9/30/20,Financials,-0.17
9/30/20,Materials,-0.35
9/30/20,Telecommunications Services,-0.49
9/30/20,Real Estate,-0.69
9/4/201,Consumer Discretionary,0.38
9/4/201,Telecommunications Services,0.33
9/4/201,Health Care,0.26
9/4/201,Industrials,0.21
9/4/201,Consumer Staples,0.17
9/4/201,Information Technology,0.16
9/4/201,Financials,0.13
9/4/201,Real Estate,0.01
9/4/201,Utilities,-0.09
9/4/201,Materials,-0.23
9/4/201,Energy,-0.44
9/5/201,Materials,0.41
9/5/201,Industrials,0.32
9/5/201,Information Technology,0.3
9/5/201,Health Care,0.28
9/5/201,Consumer Discretionary,0.26
9/5/201,Energy,0.11
9/5/201,Utilities,0.08
9/5/201,Financials,0.08
9/5/201,Consumer Staples,0.03
9/5/201,Telecommunications Services,0.03
9/5/201,Real Estate,-0.15
9/6/201,Energy,1.15
9/6/201,Information Technology,1.08
9/6/201,Materials,1.0
9/6/201,Real Estate,0.98
9/6/201,Health Care,0.97
9/6/201,Utilities,0.9
9/6/201,Industrials,0.77
9/6/201,Consumer Discretionary,0.73
9/6/201,Consumer Staples,0.69
9/6/201,Financials,0.57
9/6/201,Telecommunications Services,0.09
9/7/201,Financials,0.73
9/7/201,Energy,0.69
9/7/201,Real Estate,0.53
9/7/201,Industrials,0.45
9/7/201,Materials,0.45
9/7/201,Consumer Discretionary,0.4
9/7/201,Health Care,0.4
9/7/201,Information Technology,0.33
9/7/201,Utilities,-0.03
9/7/201,Telecommunications Services,-0.16
9/7/201,Consumer Staples,-0.25
9/8/201,Energy,0.42
9/8/201,Health Care,0.28
9/8/201,Information Technology,0.27
9/8/201,Financials,0.17
9/8/201,Industrials,0.17
9/8/201,Utilities,0.1
9/8/201,Consumer Staples,0.04
9/8/201,Materials,-0.03
9/8/201,Consumer Discretionary,-0.04
9/8/201,Telecommunications Services,-0.08
9/8/201,Real Estate,-0.18
9/9/201,Financials,-0.88
9/9/201,Telecommunications Services,-0.99
9/9/201,Industrials,-1.01
9/9/201,Consumer Discretionary,-1.02
9/9/201,Health Care,-1.02
9/9/201,Consumer Staples,-1.04
9/9/201,Information Technology,-1.1
9/9/201,Utilities,-1.11
9/9/201,Materials,-1.26
9/9/201,Energy,-1.27
9/9/201,Real Estate,-1.33
